id,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
5,2022-09-05,18:30,Serie A,Matchweek 5,Mon,Home,L,0.0,2.0,Atalanta,0.6,1.9,59.0,11970.0,Matteo Pessina,3-5-2,Juan Sacchi,Match Report,,10.0,3.0,19.7,0.0,0.0,0.0,2023,Monza
6,2022-09-11,15:00,Serie A,Matchweek 6,Sun,Away,D,1.0,1.0,Lecce,0.1,0.9,47.0,23391.0,Matteo Pessina,3-5-2,Luca Pairetto,Match Report,,2.0,1.0,19.5,1.0,0.0,0.0,2023,Monza
7,2022-09-18,15:00,Serie A,Matchweek 7,Sun,Home,W,1.0,0.0,Juventus,2.5,0.9,60.0,12878.0,Matteo Pessina,3-4-3,Fabio Maresca,Match Report,,17.0,4.0,18.6,0.0,0.0,0.0,2023,Monza
8,2022-10-02,15:00,Serie A,Matchweek 8,Sun,Away,W,3.0,0.0,Sampdoria,1.4,0.1,50.0,19806.0,Matteo Pessina,3-4-3,Giovanni Ayroldi,Match Report,,13.0,6.0,19.2,0.0,0.0,0.0,2023,Monza
9,2022-10-09,15:00,Serie A,Matchweek 9,Sun,Home,W,2.0,0.0,Spezia,0.7,0.5,47.0,12094.0,Matteo Pessina,3-4-3,Daniele Perenzoni,Match Report,,7.0,4.0,20.4,0.0,0.0,0.0,2023,Monza
10,2022-10-15,15:00,Serie A,Matchweek 10,Sat,Away,L,0.0,1.0,Empoli,1.3,1.8,64.0,7258.0,Matteo Pessina,3-4-3,Antonio Rapuano,Match Report,,16.0,4.0,18.7,2.0,0.0,0.0,2023,Monza
12,2022-10-22,18:00,Serie A,Matchweek 11,Sat,Away,L,1.0,4.0,Milan,1.2,1.1,51.0,72938.0,Matteo Pessina,3-4-3,Livio Marinelli,Match Report,,16.0,6.0,19.5,2.0,0.0,0.0,2023,Monza
13,2022-10-31,20:45,Serie A,Matchweek 12,Mon,Home,L,1.0,2.0,Bologna,1.2,1.3,56.0,11388.0,Matteo Pessina,3-4-1-2,Luca Pairetto,Match Report,,8.0,2.0,24.2,0.0,1.0,1.0,2023,Monza
14,2022-11-06,15:00,Serie A,Matchweek 13,Sun,Home,W,2.0,0.0,Hellas Verona,1.3,0.4,74.0,11723.0,Matteo Pessina,3-4-3,Francesco Cosso,Match Report,,14.0,3.0,18.8,0.0,0.0,0.0,2023,Monza
15,2022-11-10,20:45,Serie A,Matchweek 14,Thu,Away,L,0.0,1.0,Lazio,0.5,1.5,53.0,36000.0,Matteo Pessina,3-4-3,Alberto Santoro,Match Report,,8.0,0.0,20.9,0.0,0.0,0.0,2023,Monza
16,2022-11-13,15:00,Serie A,Matchweek 15,Sun,Home,W,3.0,0.0,Salernitana,2.4,0.2,57.0,12372.0,Matteo Pessina,3-4-3,Antonio Giua,Match Report,,18.0,6.0,15.2,0.0,1.0,1.0,2023,Monza
17,2023-01-04,18:30,Serie A,Matchweek 16,Wed,Away,D,1.0,1.0,Fiorentina,1.7,1.6,48.0,31190.0,Matteo Pessina,3-4-3,Ermanno Feliciani,Match Report,,10.0,3.0,12.6,0.0,0.0,0.0,2023,Monza
18,2023-01-07,20:45,Serie A,Matchweek 17,Sat,Home,D,2.0,2.0,Inter,1.5,1.7,54.0,13622.0,Matteo Pessina,3-4-3,Juan Sacchi,Match Report,,13.0,4.0,14.8,1.0,0.0,0.0,2023,Monza
19,2023-01-14,15:00,Serie A,Matchweek 18,Sat,Away,W,3.0,2.0,Cremonese,2.2,0.7,50.0,11519.0,Matteo Pessina,3-4-3,Davide Massa,Match Report,,7.0,2.0,13.3,0.0,1.0,1.0,2023,Monza
21,2023-01-22,15:00,Serie A,Matchweek 19,Sun,Home,D,1.0,1.0,Sassuolo,1.5,1.5,61.0,,Matteo Pessina,3-4-3,Alessandro Prontera,Match Report,,14.0,3.0,16.1,0.0,0.0,0.0,2023,Monza
22,2023-01-29,15:00,Serie A,Matchweek 20,Sun,Away,W,2.0,0.0,Juventus,1.2,1.6,54.0,,Matteo Pessina,3-4-3,Gianluca Aureliano,Match Report,,3.0,3.0,9.0,0.0,0.0,0.0,2023,Monza
23,2023-02-06,20:45,Serie A,Matchweek 21,Mon,Home,D,2.0,2.0,Sampdoria,2.1,1.2,72.0,,Matteo Pessina,3-4-3,Daniele Chiffi,Match Report,,16.0,4.0,17.0,0.0,1.0,1.0,2023,Monza
24,2023-02-12,15:00,Serie A,Matchweek 22,Sun,Away,W,1.0,0.0,Bologna,0.7,0.6,37.0,,Matteo Pessina,3-4-3,Luca Zufferli,Match Report,,5.0,4.0,21.9,0.0,0.0,0.0,2023,Monza
25,2023-02-18,18:00,Serie A,Matchweek 23,Sat,Home,L,0.0,1.0,Milan,0.5,2.2,59.0,14012.0,Matteo Pessina,3-4-3,Antonio Rapuano,Match Report,,11.0,5.0,18.7,1.0,0.0,0.0,2023,Monza
26,2023-02-26,15:00,Serie A,Matchweek 24,Sun,Away,L,0.0,3.0,Salernitana,1.3,1.9,62.0,,Matteo Pessina,3-4-3,Livio Marinelli,Match Report,,14.0,3.0,20.2,2.0,0.0,0.0,2023,Monza
27,2023-03-04,15:00,Serie A,Matchweek 25,Sat,Home,W,2.0,1.0,Empoli,0.8,1.0,43.0,,Matteo Pessina,3-4-3,Ermanno Feliciani,Match Report,,10.0,3.0,17.9,0.0,0.0,0.0,2023,Monza
28,2023-03-12,15:00,Serie A,Matchweek 26,Sun,Away,,,,Hellas Verona,,,,,,,,Head-to-Head,,,,,,,,2023,Monza
29,2023-03-18,15:00,Serie A,Matchweek 27,Sat,Home,,,,Cremonese,,,,,,,,Head-to-Head,,,,,,,,2023,Monza
30,2023-04-02,15:00,Serie A,Matchweek 28,Sun,Home,,,,Lazio,,,,,,,,Head-to-Head,,,,,,,,2023,Monza
31,2023-04-08,12:30,Serie A,Matchweek 29,Sat,Away,,,,Udinese,,,,,,,,Head-to-Head,,,,,,,,2023,Monza
32,2023-04-16,,Serie A,Matchweek 30,Sun,Away,,,,Inter,,,,,,,,Head-to-Head,,,,,,,,2023,Monza
33,2023-04-23,,Serie A,Matchweek 31,Sun,Home,,,,Fiorentina,,,,,,,,Head-to-Head,,,,,,,,2023,Monza
34,2023-04-30,,Serie A,Matchweek 32,Sun,Away,,,,Spezia,,,,,,,,Head-to-Head,,,,,,,,2023,Monza
35,2023-05-03,,Serie A,Matchweek 33,Wed,Home,,,,Roma,,,,,,,,Head-to-Head,,,,,,,,2023,Monza
36,2023-05-07,,Serie A,Matchweek 34,Sun,Away,,,,Torino,,,,,,,,Head-to-Head,,,,,,,,2023,Monza
37,2023-05-14,,Serie A,Matchweek 35,Sun,Home,,,,Napoli,,,,,,,,Head-to-Head,,,,,,,,2023,Monza
38,2023-05-21,,Serie A,Matchweek 36,Sun,Away,,,,Sassuolo,,,,,,,,Head-to-Head,,,,,,,,2023,Monza
39,2023-05-28,,Serie A,Matchweek 37,Sun,Home,,,,Lecce,,,,,,,,Head-to-Head,,,,,,,,2023,Monza
40,2023-06-04,,Serie A,Matchweek 38,Sun,Away,,,,Atalanta,,,,,,,,Head-to-Head,,,,,,,,2023,Monza
0,2022-08-14,18:30,Serie A,Matchweek 1,Sun,Home,W,3.0,2.0,Cremonese,2.0,1.3,74.0,34461.0,Cristiano Biraghi,4-3-3,Juan Sacchi,Match Report,,28.0,11.0,17.2,2.0,0.0,0.0,2023,Fiorentina
2,2022-08-21,18:30,Serie A,Matchweek 2,Sun,Away,D,0.0,0.0,Empoli,0.7,0.4,63.0,10411.0,Giacomo Bonaventura,4-3-3,Matteo Marchetti,Match Report,,19.0,2.0,19.0,0.0,0.0,0.0,2023,Fiorentina
4,2022-08-28,20:45,Serie A,Matchweek 3,Sun,Home,D,0.0,0.0,Napoli,0.5,1.7,48.0,32286.0,Cristiano Biraghi,4-3-3,Livio Marinelli,Match Report,,10.0,5.0,19.9,0.0,0.0,0.0,2023,Fiorentina
5,2022-08-31,18:30,Serie A,Matchweek 4,Wed,Away,L,0.0,1.0,Udinese,0.7,1.3,73.0,19684.0,Lorenzo Venuti,4-3-3,Maurizio Mariani,Match Report,,12.0,2.0,16.7,0.0,0.0,0.0,2023,Fiorentina
6,2022-09-03,15:00,Serie A,Matchweek 5,Sat,Home,D,1.0,1.0,Juventus,2.1,0.9,60.0,36550.0,Cristiano Biraghi,4-3-3,Daniele Doveri,Match Report,,16.0,4.0,17.2,1.0,0.0,1.0,2023,Fiorentina
8,2022-09-11,15:00,Serie A,Matchweek 6,Sun,Away,L,1.0,2.0,Bologna,1.3,0.6,61.0,18901.0,Cristiano Biraghi,4-3-3,Daniele Orsato,Match Report,,13.0,2.0,16.6,0.0,0.0,0.0,2023,Fiorentina
10,2022-09-18,15:00,Serie A,Matchweek 7,Sun,Home,W,2.0,0.0,Hellas Verona,2.4,0.6,44.0,32216.0,Cristiano Biraghi,4-2-3-1,Antonio Rapuano,Match Report,,14.0,8.0,19.1,0.0,0.0,1.0,2023,Fiorentina
11,2022-10-02,18:00,Serie A,Matchweek 8,Sun,Away,L,0.0,1.0,Atalanta,0.7,1.3,61.0,18265.0,Cristiano Biraghi,4-3-3,Massimiliano Irrati,Match Report,,16.0,5.0,18.2,0.0,0.0,0.0,2023,Fiorentina
13,2022-10-10,20:45,Serie A,Matchweek 9,Mon,Home,L,0.0,4.0,Lazio,2.2,1.6,62.0,30574.0,Cristiano Biraghi,4-3-3,Fabio Maresca,Match Report,,25.0,3.0,15.4,1.0,0.0,0.0,2023,Fiorentina
15,2022-10-17,20:45,Serie A,Matchweek 10,Mon,Away,D,1.0,1.0,Lecce,0.5,1.1,59.0,24925.0,Cristiano Biraghi,4-4-1-1,Luca Massimi,Match Report,,10.0,5.0,21.3,1.0,0.0,0.0,2023,Fiorentina
16,2022-10-22,20:45,Serie A,Matchweek 11,Sat,Home,L,3.0,4.0,Inter,1.3,2.4,58.0,36699.0,Cristiano Biraghi,4-3-3,Paolo Valeri,Match Report,,9.0,3.0,18.8,1.0,1.0,1.0,2023,Fiorentina
18,2022-10-30,15:00,Serie A,Matchweek 12,Sun,Away,W,2.0,1.0,Spezia,2.1,1.2,50.0,10500.0,Cristiano Biraghi,4-3-3,Davide Massa,Match Report,,27.0,5.0,19.4,0.0,0.0,0.0,2023,Fiorentina
20,2022-11-06,15:00,Serie A,Matchweek 13,Sun,Away,W,2.0,0.0,Sampdoria,0.9,0.8,51.0,19226.0,Cristiano Biraghi,4-3-3,Livio Marinelli,Match Report,,5.0,3.0,7.9,0.0,0.0,0.0,2023,Fiorentina
21,2022-11-09,20:45,Serie A,Matchweek 14,Wed,Home,W,2.0,1.0,Salernitana,2.8,0.5,58.0,27329.0,Cristiano Biraghi,4-2-3-1,Federico La Penna,Match Report,,18.0,7.0,18.0,0.0,0.0,0.0,2023,Fiorentina
22,2022-11-13,18:00,Serie A,Matchweek 15,Sun,Away,L,1.0,2.0,Milan,0.5,1.5,50.0,73007.0,Cristiano Biraghi,4-2-3-1,Simone Sozza,Match Report,,11.0,4.0,18.3,0.0,0.0,0.0,2023,Fiorentina
23,2023-01-04,18:30,Serie A,Matchweek 16,Wed,Home,D,1.0,1.0,Monza,1.6,1.7,52.0,31190.0,Cristiano Biraghi,4-2-3-1,Ermanno Feliciani,Match Report,,22.0,6.0,17.3,2.0,0.0,0.0,2023,Fiorentina
24,2023-01-07,15:00,Serie A,Matchweek 17,Sat,Home,W,2.0,1.0,Sassuolo,2.2,1.6,53.0,29695.0,Cristiano Biraghi,4-2-3-1,Gianluca Manganiello,Match Report,,14.0,3.0,14.9,1.0,1.0,1.0,2023,Fiorentina
26,2023-01-15,20:45,Serie A,Matchweek 18,Sun,Away,L,0.0,2.0,Roma,0.4,0.9,48.0,61327.0,Cristiano Biraghi,4-2-3-1,Antonio Giua,Match Report,,7.0,2.0,16.8,0.0,0.0,0.0,2023,Fiorentina
27,2023-01-21,20:45,Serie A,Matchweek 19,Sat,Home,L,0.0,1.0,Torino,1.2,0.6,62.0,29281.0,Cristiano Biraghi,4-2-3-1,Federico Dionisi,Match Report,,19.0,5.0,15.6,0.0,0.0,0.0,2023,Fiorentina
28,2023-01-29,18:00,Serie A,Matchweek 20,Sun,Away,D,1.0,1.0,Lazio,1.3,0.9,55.0,,Cristiano Biraghi,4-3-3,Andrea Colombo,Match Report,,17.0,6.0,19.0,0.0,0.0,0.0,2023,Fiorentina
30,2023-02-05,18:00,Serie A,Matchweek 21,Sun,Home,L,1.0,2.0,Bologna,1.3,1.8,62.0,,Cristiano Biraghi,4-3-3,Luca Pairetto,Match Report,,17.0,6.0,17.5,0.0,0.0,0.0,2023,Fiorentina
31,2023-02-12,18:00,Serie A,Matchweek 22,Sun,Away,L,0.0,1.0,Juventus,0.7,1.0,55.0,34844.0,Cristiano Biraghi,4-3-3,Michael Fabbri,Match Report,,11.0,2.0,18.6,0.0,0.0,0.0,2023,Fiorentina
33,2023-02-19,15:00,Serie A,Matchweek 23,Sun,Home,D,1.0,1.0,Empoli,2.2,0.8,61.0,,Lorenzo Venuti,4-3-3,Alessandro Prontera,Match Report,,27.0,3.0,15.4,1.0,0.0,0.0,2023,Fiorentina
35,2023-02-27,18:30,Serie A,Matchweek 24,Mon,Away,W,3.0,0.0,Hellas Verona,1.4,1.2,53.0,,Lucas Martínez Quarta,4-2-3-1,Federico La Penna,Match Report,,16.0,7.0,19.2,1.0,0.0,0.0,2023,Fiorentina
36,2023-03-04,20:45,Serie A,Matchweek 25,Sat,Home,W,2.0,1.0,Milan,2.1,0.9,48.0,40410.0,Cristiano Biraghi,4-3-3,Marco Di Bello,Match Report,,15.0,6.0,16.4,1.0,1.0,1.0,2023,Fiorentina
38,2023-03-12,15:00,Serie A,Matchweek 26,Sun,Away,,,,Cremonese,,,,,,,,Head-to-Head,,,,,,,,2023,Fiorentina
40,2023-03-19,15:00,Serie A,Matchweek 27,Sun,Home,,,,Lecce,,,,,,,,Head-to-Head,,,,,,,,2023,Fiorentina
41,2023-04-01,18:00,Serie A,Matchweek 28,Sat,Away,,,,Inter,,,,,,,,Head-to-Head,,,,,,,,2023,Fiorentina
43,2023-04-08,14:30,Serie A,Matchweek 29,Sat,Home,,,,Spezia,,,,,,,,Head-to-Head,,,,,,,,2023,Fiorentina
44,2023-04-16,,Serie A,Matchweek 30,Sun,Home,,,,Atalanta,,,,,,,,Head-to-Head,,,,,,,,2023,Fiorentina
45,2023-04-23,,Serie A,Matchweek 31,Sun,Away,,,,Monza,,,,,,,,Head-to-Head,,,,,,,,2023,Fiorentina
47,2023-04-30,,Serie A,Matchweek 32,Sun,Home,,,,Sampdoria,,,,,,,,Head-to-Head,,,,,,,,2023,Fiorentina
48,2023-05-03,,Serie A,Matchweek 33,Wed,Away,,,,Salernitana,,,,,,,,Head-to-Head,,,,,,,,2023,Fiorentina
49,2023-05-07,,Serie A,Matchweek 34,Sun,Away,,,,Napoli,,,,,,,,Head-to-Head,,,,,,,,2023,Fiorentina
50,2023-05-14,,Serie A,Matchweek 35,Sun,Home,,,,Udinese,,,,,,,,Head-to-Head,,,,,,,,2023,Fiorentina
51,2023-05-21,,Serie A,Matchweek 36,Sun,Away,,,,Torino,,,,,,,,Head-to-Head,,,,,,,,2023,Fiorentina
52,2023-05-28,,Serie A,Matchweek 37,Sun,Home,,,,Roma,,,,,,,,Head-to-Head,,,,,,,,2023,Fiorentina
53,2023-06-04,,Serie A,Matchweek 38,Sun,Away,,,,Sassuolo,,,,,,,,Head-to-Head,,,,,,,,2023,Fiorentina
1,2022-08-15,20:45,Serie A,Matchweek 1,Mon,Away,L,0.0,3.0,Juventus,0.9,2.0,58.0,38725.0,Gian Marco Ferrari,4-3-3,Antonio Rapuano,Match Report,,19.0,7.0,23.5,0.0,0.0,0.0,2023,Sassuolo
2,2022-08-20,20:45,Serie A,Matchweek 2,Sat,Home,W,1.0,0.0,Lecce,0.6,0.5,59.0,9219.0,Gian Marco Ferrari,4-3-3,Andrea Colombo,Match Report,,12.0,3.0,20.7,2.0,0.0,0.0,2023,Sassuolo
3,2022-08-27,20:45,Serie A,Matchweek 3,Sat,Away,D,2.0,2.0,Spezia,2.8,1.2,57.0,6500.0,Gian Marco Ferrari,4-3-3,Francesco Cosso,Match Report,,21.0,8.0,13.2,0.0,0.0,0.0,2023,Sassuolo
4,2022-08-30,18:30,Serie A,Matchweek 4,Tue,Home,D,0.0,0.0,Milan,1.1,0.7,38.0,18053.0,Gian Marco Ferrari,4-3-3,Giovanni Ayroldi,Match Report,,7.0,2.0,21.2,0.0,0.0,1.0,2023,Sassuolo
5,2022-09-04,12:30,Serie A,Matchweek 5,Sun,Away,D,0.0,0.0,Cremonese,1.5,0.4,54.0,9105.0,Gian Marco Ferrari,4-3-3,Luca Pairetto,Match Report,,17.0,7.0,15.2,2.0,0.0,0.0,2023,Sassuolo
6,2022-09-11,15:00,Serie A,Matchweek 6,Sun,Home,L,1.0,3.0,Udinese,0.5,2.1,33.0,8694.0,Gian Marco Ferrari,4-3-3,Giacomo Camplone,Match Report,,5.0,2.0,17.5,1.0,0.0,0.0,2023,Sassuolo
7,2022-09-17,20:45,Serie A,Matchweek 7,Sat,Away,W,1.0,0.0,Torino,0.4,0.7,43.0,14822.0,Gian Marco Ferrari,4-3-3,Niccolò Baroni,Match Report,,10.0,5.0,19.9,1.0,0.0,0.0,2023,Sassuolo
8,2022-10-02,15:00,Serie A,Matchweek 8,Sun,Home,W,5.0,0.0,Salernitana,3.2,0.5,44.0,15786.0,Gian Marco Ferrari,4-3-3,Maria Sole Ferrieri Caputi,Match Report,,16.0,10.0,18.0,0.0,1.0,1.0,2023,Sassuolo
9,2022-10-08,15:00,Serie A,Matchweek 9,Sat,Home,L,1.0,2.0,Inter,1.2,2.3,52.0,17574.0,Gian Marco Ferrari,4-3-3,Simone Sozza,Match Report,,15.0,3.0,14.5,0.0,0.0,0.0,2023,Sassuolo
10,2022-10-15,20:45,Serie A,Matchweek 10,Sat,Away,L,1.0,2.0,Atalanta,0.8,2.5,52.0,17772.0,Gian Marco Ferrari,4-3-3,Matteo Marcenaro,Match Report,,11.0,3.0,16.8,0.0,0.0,0.0,2023,Sassuolo
11,2022-10-24,20:45,Serie A,Matchweek 11,Mon,Home,W,2.0,1.0,Hellas Verona,1.5,1.4,51.0,11368.0,Andrea Consigli,4-3-3,Alberto Santoro,Match Report,,14.0,3.0,15.3,1.0,0.0,0.0,2023,Sassuolo
12,2022-10-29,15:00,Serie A,Matchweek 12,Sat,Away,L,0.0,4.0,Napoli,1.0,2.1,33.0,45000.0,Gian Marco Ferrari,4-3-3,Antonio Rapuano,Match Report,,10.0,6.0,19.9,0.0,0.0,0.0,2023,Sassuolo
13,2022-11-05,15:00,Serie A,Matchweek 13,Sat,Away,L,0.0,1.0,Empoli,0.6,1.2,53.0,7834.0,Gian Marco Ferrari,4-3-3,Ermanno Feliciani,Match Report,,10.0,3.0,19.2,1.0,0.0,0.0,2023,Sassuolo
14,2022-11-09,18:30,Serie A,Matchweek 14,Wed,Home,D,1.0,1.0,Roma,1.2,0.7,46.0,16665.0,Gian Marco Ferrari,4-3-3,Giovanni Ayroldi,Match Report,,15.0,7.0,21.1,0.0,0.0,0.0,2023,Sassuolo
15,2022-11-12,20:45,Serie A,Matchweek 15,Sat,Away,L,0.0,3.0,Bologna,0.8,0.8,49.0,20811.0,Gian Marco Ferrari,4-3-3,Ivan Pezzuto,Match Report,,9.0,3.0,18.3,1.0,0.0,0.0,2023,Sassuolo
16,2023-01-04,12:30,Serie A,Matchweek 16,Wed,Home,L,1.0,2.0,Sampdoria,1.8,1.3,67.0,8000.0,Gian Marco Ferrari,4-3-3,Fabio Maresca,Match Report,,15.0,3.0,20.1,0.0,1.0,1.0,2023,Sassuolo
17,2023-01-07,15:00,Serie A,Matchweek 17,Sat,Away,L,1.0,2.0,Fiorentina,1.6,2.2,47.0,29695.0,Gian Marco Ferrari,4-3-3,Gianluca Manganiello,Match Report,,15.0,3.0,20.4,1.0,1.0,1.0,2023,Sassuolo
18,2023-01-15,12:30,Serie A,Matchweek 18,Sun,Home,L,0.0,2.0,Lazio,0.7,2.7,50.0,10000.0,Domenico Berardi,4-2-3-1,Luca Pairetto,Match Report,,12.0,2.0,16.2,0.0,0.0,0.0,2023,Sassuolo
19,2023-01-22,15:00,Serie A,Matchweek 19,Sun,Away,D,1.0,1.0,Monza,1.5,1.5,39.0,,Gian Marco Ferrari,4-2-3-1,Alessandro Prontera,Match Report,,13.0,1.0,19.6,0.0,0.0,0.0,2023,Sassuolo
20,2023-01-29,12:30,Serie A,Matchweek 20,Sun,Away,W,5.0,2.0,Milan,2.2,0.6,40.0,,Andrea Consigli,4-2-3-1,Antonio Giua,Match Report,,8.0,6.0,17.5,0.0,1.0,1.0,2023,Sassuolo
21,2023-02-04,20:45,Serie A,Matchweek 21,Sat,Home,W,1.0,0.0,Atalanta,1.3,0.5,53.0,,Andrea Consigli,4-3-3,Matteo Marcenaro,Match Report,,18.0,8.0,21.4,2.0,0.0,0.0,2023,Sassuolo
22,2023-02-12,12:30,Serie A,Matchweek 22,Sun,Away,D,2.0,2.0,Udinese,0.9,1.6,53.0,,Andrea Consigli,4-3-3,Ivan Pezzuto,Match Report,,6.0,1.0,13.3,0.0,0.0,0.0,2023,Sassuolo
23,2023-02-17,20:45,Serie A,Matchweek 23,Fri,Home,L,0.0,2.0,Napoli,0.7,1.7,40.0,,Andrea Consigli,4-3-3,Andrea Colombo,Match Report,,11.0,2.0,16.5,1.0,0.0,0.0,2023,Sassuolo
24,2023-02-25,20:45,Serie A,Matchweek 24,Sat,Away,W,1.0,0.0,Lecce,1.1,1.2,58.0,,Andrea Consigli,4-3-3,Niccolò Baroni,Match Report,,7.0,3.0,13.4,1.0,0.0,0.0,2023,Sassuolo
25,2023-03-06,18:30,Serie A,Matchweek 25,Mon,Home,W,3.0,2.0,Cremonese,1.0,1.1,54.0,,Andrea Consigli,4-3-3,Francesco Fourneau,Match Report,,13.0,7.0,19.1,1.0,0.0,0.0,2023,Sassuolo
26,2023-03-12,18:00,Serie A,Matchweek 26,Sun,Away,,,,Roma,,,,,,,,Head-to-Head,,,,,,,,2023,Sassuolo
27,2023-03-17,18:30,Serie A,Matchweek 27,Fri,Home,,,,Spezia,,,,,,,,Head-to-Head,,,,,,,,2023,Sassuolo
28,2023-04-03,20:45,Serie A,Matchweek 28,Mon,Home,,,,Torino,,,,,,,,Head-to-Head,,,,,,,,2023,Sassuolo
29,2023-04-08,20:45,Serie A,Matchweek 29,Sat,Away,,,,Hellas Verona,,,,,,,,Head-to-Head,,,,,,,,2023,Sassuolo
30,2023-04-16,,Serie A,Matchweek 30,Sun,Home,,,,Juventus,,,,,,,,Head-to-Head,,,,,,,,2023,Sassuolo
31,2023-04-23,,Serie A,Matchweek 31,Sun,Away,,,,Salernitana,,,,,,,,Head-to-Head,,,,,,,,2023,Sassuolo
32,2023-04-30,,Serie A,Matchweek 32,Sun,Home,,,,Empoli,,,,,,,,Head-to-Head,,,,,,,,2023,Sassuolo
33,2023-05-03,,Serie A,Matchweek 33,Wed,Away,,,,Lazio,,,,,,,,Head-to-Head,,,,,,,,2023,Sassuolo
34,2023-05-07,,Serie A,Matchweek 34,Sun,Home,,,,Bologna,,,,,,,,Head-to-Head,,,,,,,,2023,Sassuolo
35,2023-05-14,,Serie A,Matchweek 35,Sun,Away,,,,Inter,,,,,,,,Head-to-Head,,,,,,,,2023,Sassuolo
36,2023-05-21,,Serie A,Matchweek 36,Sun,Home,,,,Monza,,,,,,,,Head-to-Head,,,,,,,,2023,Sassuolo
37,2023-05-28,,Serie A,Matchweek 37,Sun,Away,,,,Sampdoria,,,,,,,,Head-to-Head,,,,,,,,2023,Sassuolo
38,2023-06-04,,Serie A,Matchweek 38,Sun,Home,,,,Fiorentina,,,,,,,,Head-to-Head,,,,,,,,2023,Sassuolo
1,2022-08-14,20:45,Serie A,Matchweek 1,Sun,Away,L,0.0,1.0,Spezia,0.7,0.5,59.0,8360.0,Filippo Bandinelli,4-3-1-2,Daniele Chiffi,Match Report,,18.0,5.0,23.4,1.0,0.0,0.0,2023,Empoli
2,2022-08-21,18:30,Serie A,Matchweek 2,Sun,Home,D,0.0,0.0,Fiorentina,0.4,0.7,37.0,10411.0,Filippo Bandinelli,4-3-1-2,Matteo Marchetti,Match Report,,4.0,2.0,13.7,0.0,0.0,0.0,2023,Empoli
3,2022-08-28,20:45,Serie A,Matchweek 3,Sun,Away,D,1.0,1.0,Lecce,0.4,0.9,59.0,23941.0,Filippo Bandinelli,4-3-1-2,Alberto Santoro,Match Report,,9.0,3.0,23.2,1.0,0.0,0.0,2023,Empoli
4,2022-08-31,18:30,Serie A,Matchweek 4,Wed,Home,D,1.0,1.0,Hellas Verona,1.1,0.6,52.0,7269.0,Filippo Bandinelli,4-3-1-2,Marco Serra,Match Report,,16.0,4.0,23.0,1.0,0.0,0.0,2023,Empoli
5,2022-09-05,18:30,Serie A,Matchweek 5,Mon,Away,D,2.0,2.0,Salernitana,0.9,1.3,49.0,18173.0,Sebastiano Luperto,4-3-1-2,Rosario Abisso,Match Report,,11.0,5.0,16.7,0.0,0.0,0.0,2023,Empoli
6,2022-09-12,20:45,Serie A,Matchweek 6,Mon,Home,L,1.0,2.0,Roma,1.1,3.0,52.0,4560.0,Filippo Bandinelli,4-3-1-2,Livio Marinelli,Match Report,,20.0,3.0,18.7,1.0,0.0,0.0,2023,Empoli
7,2022-09-17,15:00,Serie A,Matchweek 7,Sat,Away,W,1.0,0.0,Bologna,1.6,1.6,39.0,15670.0,Filippo Bandinelli,4-3-1-2,Manuel Volpi,Match Report,,12.0,5.0,16.1,0.0,0.0,0.0,2023,Empoli
8,2022-10-01,20:45,Serie A,Matchweek 8,Sat,Home,L,1.0,3.0,Milan,1.1,2.3,43.0,15497.0,Sebastiano Luperto,4-3-1-2,Gianluca Aureliano,Match Report,,16.0,4.0,17.3,1.0,0.0,0.0,2023,Empoli
9,2022-10-09,12:30,Serie A,Matchweek 9,Sun,Away,D,1.0,1.0,Torino,0.2,2.4,34.0,16793.0,Filippo Bandinelli,4-3-1-2,Francesco Fourneau,Match Report,,6.0,2.0,27.1,0.0,0.0,0.0,2023,Empoli
10,2022-10-15,15:00,Serie A,Matchweek 10,Sat,Home,W,1.0,0.0,Monza,1.8,1.3,36.0,7258.0,Filippo Bandinelli,4-3-1-2,Antonio Rapuano,Match Report,,11.0,5.0,11.8,0.0,0.0,0.0,2023,Empoli
11,2022-10-21,20:45,Serie A,Matchweek 11,Fri,Away,L,0.0,4.0,Juventus,0.7,3.5,58.0,37771.0,Filippo Bandinelli,4-3-1-2,Michael Fabbri,Match Report,,12.0,4.0,20.0,1.0,0.0,0.0,2023,Empoli
12,2022-10-30,12:30,Serie A,Matchweek 12,Sun,Home,L,0.0,2.0,Atalanta,0.8,3.0,53.0,8740.0,Filippo Bandinelli,4-3-3,Giovanni Ayroldi,Match Report,,13.0,3.0,19.6,1.0,0.0,0.0,2023,Empoli
13,2022-11-05,15:00,Serie A,Matchweek 13,Sat,Home,W,1.0,0.0,Sassuolo,1.2,0.6,47.0,7834.0,Filippo Bandinelli,4-3-1-2,Ermanno Feliciani,Match Report,,17.0,1.0,17.2,0.0,0.0,0.0,2023,Empoli
14,2022-11-08,18:30,Serie A,Matchweek 14,Tue,Away,L,0.0,2.0,Napoli,0.3,2.0,26.0,36000.0,Filippo Bandinelli,4-3-1-2,Luca Pairetto,Match Report,,6.0,1.0,23.4,0.0,0.0,0.0,2023,Empoli
